@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0'

@attribute Product_Category {'Traditional Wear',Outerwear,Athleisure,Bottoms,Tops}
@attribute Brand {'Forever 21',Wrangler,Uniqlo,Reebok,Gucci,'Louis Vuitton','Calvin Klein',Zara,Diesel,Versace,Levi’s,Balenciaga,Puma,'Under Armour',Adidas,'Ralph Lauren',GAP,Nike,'Tommy Hilfiger',H&M}
@attribute Product_Name {Tops,Hoodie,Trousers,Skirt,T-Shirt,Leggings,Shorts,'Polo Shirt',Palazzo,Dress,Jeans,Saree,'Casual Shirt',Sweatshirt,'Formal Shirt',Jacket,Jumpsuit,Kurta,'Track Pants',Blazer}
@attribute Gender {Women,Men}
@attribute Size {S,M,XXL,XL,L}
@attribute Color {White,Purple,Orange,Pink,Green,Blue,Black,Red,Yellow}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,Cash,'Net Banking'}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price {Medium,Low,High}
@attribute Cost_Price {Medium,Low,High}
@attribute Discount_Percentage {Moderate,Large,Small}
@attribute Quantity_Sold {Medium,Low,'Very Low',High}
@attribute Total_Sales {Medium,High,'Very High',Low}
@attribute Stock_Availability {Medium,High,Low}
@attribute Customer_Age {Elder,Senior,Adult,Teen}
@attribute Purchase_Frequency {Moderate,Frequent,Infrequent}
@attribute Store_Rating {Poor,Average,Excellent}
@attribute Return_Rate {High,Low,Medium}
@attribute Markup {Medium,Low,High}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
Tops,Versace,Shorts,Women,M,Pink,Summer,Cash,New,Medium,High,Moderate,Medium,Low,Medium,Senior,Moderate,Average,Medium,Low,'Medium Sales'
Athleisure,Uniqlo,Leggings,Men,L,Orange,All-Season,Card,New,Medium,Medium,Moderate,'Very Low',High,High,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Tops,Wrangler,Shorts,Men,S,Blue,Winter,UPI,New,Medium,Medium,Moderate,'Very Low',Medium,Low,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
Athleisure,'Louis Vuitton',Jacket,Men,L,Green,Winter,Cash,Returning,Medium,Medium,Large,High,High,Medium,Senior,Moderate,Excellent,High,Low,'Medium Sales'
Outerwear,H&M,Palazzo,Men,L,Purple,Winter,Cash,Returning,Medium,Medium,Small,High,High,Low,Senior,Infrequent,Average,Low,Medium,'Medium Sales'
Bottoms,Wrangler,Dress,Men,XXL,Blue,Summer,Card,New,Medium,Medium,Moderate,High,High,Low,Teen,Moderate,Average,Low,Medium,'Medium Sales'
Athleisure,Adidas,Shorts,Women,XXL,Pink,Winter,Card,Returning,High,Medium,Small,Low,Medium,Medium,Teen,Moderate,Poor,Medium,High,'Medium Sales'
Bottoms,Zara,Leggings,Women,XL,Green,All-Season,'Net Banking',New,Medium,Medium,Large,'Very Low',Medium,Low,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Athleisure,Uniqlo,Jeans,Women,XXL,Orange,All-Season,'Net Banking',New,Medium,Medium,Large,'Very Low',Medium,Low,Adult,Moderate,Excellent,Medium,Medium,'Medium Sales'
Tops,Levi’s,'Formal Shirt',Men,XL,Pink,Winter,UPI,New,Medium,Medium,Large,Low,Medium,High,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
Tops,GAP,'Track Pants',Men,L,Green,Winter,'Net Banking',New,Medium,Medium,Large,'Very Low',High,High,Senior,Moderate,Average,High,Medium,'Medium Sales'
Bottoms,Levi’s,Hoodie,Women,XL,Pink,All-Season,Card,New,Medium,Medium,Small,'Very Low',Medium,Low,Teen,Infrequent,Excellent,Medium,Medium,'Medium Sales'
Athleisure,Adidas,Jumpsuit,Men,XXL,Pink,All-Season,UPI,Returning,Medium,Medium,Large,'Very Low',High,Low,Senior,Moderate,Average,Low,Medium,'Medium Sales'
Bottoms,'Calvin Klein',Kurta,Women,M,Blue,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',Medium,High,Teen,Infrequent,Average,Medium,Medium,'Medium Sales'
Outerwear,Balenciaga,'Polo Shirt',Women,L,Purple,All-Season,Card,Returning,Medium,Medium,Large,Low,Medium,Medium,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
Bottoms,H&M,'Polo Shirt',Men,XXL,Pink,All-Season,Card,Returning,Medium,Medium,Moderate,Medium,High,Medium,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
Tops,GAP,'Track Pants',Men,XXL,White,All-Season,Cash,Returning,Medium,Medium,Small,Medium,High,High,Senior,Moderate,Average,High,Medium,'Medium Sales'
Outerwear,Zara,'Casual Shirt',Women,L,Blue,Winter,Card,Returning,Medium,Medium,Large,High,Medium,Medium,Teen,Moderate,Excellent,Low,Low,'Medium Sales'
'Traditional Wear',Adidas,T-Shirt,Women,S,Pink,Summer,UPI,Returning,High,Low,Small,'Very Low',Medium,Low,Senior,Moderate,Poor,Medium,High,'Medium Sales'
Athleisure,'Under Armour',Skirt,Men,M,Green,Summer,'Net Banking',New,Medium,Medium,Small,Low,High,Medium,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
Tops,'Under Armour',Blazer,Women,XL,White,All-Season,Card,New,Medium,Medium,Large,High,Medium,Low,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
Tops,H&M,Hoodie,Women,M,Orange,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,Low,Medium,Medium,Teen,Moderate,Poor,Medium,Medium,'Medium Sales'
Athleisure,Reebok,Hoodie,Men,L,Red,Summer,Card,Returning,Medium,Medium,Small,Medium,Medium,High,Adult,Moderate,Average,High,Medium,'Medium Sales'
Athleisure,GAP,Sweatshirt,Women,L,Black,Winter,UPI,Returning,Medium,Medium,Small,Medium,High,High,Senior,Moderate,Poor,Low,Medium,'Medium Sales'
Bottoms,Nike,Sweatshirt,Men,S,Pink,All-Season,UPI,New,Medium,Medium,Large,Medium,High,Medium,Elder,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear',Balenciaga,Trousers,Women,L,Orange,Winter,UPI,New,Medium,Medium,Moderate,Low,High,Low,Senior,Moderate,Excellent,High,Medium,'Medium Sales'
Outerwear,Adidas,Jumpsuit,Women,S,Black,Winter,'Net Banking',New,Medium,Low,Small,'Very Low',High,High,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
Tops,Reebok,'Casual Shirt',Men,M,Orange,Winter,'Net Banking',New,Medium,Medium,Moderate,High,Medium,Medium,Senior,Moderate,Poor,Medium,Medium,'Medium Sales'
Bottoms,Levi’s,Kurta,Women,XL,White,Summer,'Net Banking',New,Medium,Medium,Small,Low,High,High,Elder,Moderate,Poor,High,Medium,'Medium Sales'
'Traditional Wear',Versace,T-Shirt,Women,XL,Yellow,Summer,Card,New,Medium,Low,Large,'Very Low',Medium,Medium,Teen,Moderate,Excellent,Medium,Medium,'Medium Sales'
Athleisure,'Ralph Lauren',Kurta,Men,M,Pink,All-Season,Card,New,Medium,Medium,Moderate,Medium,Medium,Medium,Elder,Moderate,Excellent,High,Medium,'Medium Sales'
Bottoms,Zara,Jumpsuit,Men,XXL,Pink,Winter,'Net Banking',New,Medium,Medium,Small,High,Medium,Medium,Elder,Moderate,Average,Low,Medium,'Medium Sales'
'Traditional Wear',Balenciaga,Palazzo,Men,S,Blue,Summer,'Net Banking',New,Medium,Medium,Moderate,Medium,Medium,High,Elder,Moderate,Average,High,Medium,'Medium Sales'
'Traditional Wear',GAP,Saree,Women,S,Yellow,Winter,Card,Returning,Medium,Medium,Moderate,Medium,High,Low,Senior,Moderate,Average,Low,Medium,'Medium Sales'
'Traditional Wear',H&M,Shorts,Women,XL,Blue,Summer,Card,New,Medium,Medium,Moderate,'Very Low',Medium,Low,Teen,Moderate,Excellent,High,Medium,'Medium Sales'
Bottoms,'Ralph Lauren',Skirt,Men,S,Black,Winter,Cash,Returning,Medium,Medium,Large,High,High,High,Teen,Moderate,Average,High,Medium,'Medium Sales'
Bottoms,Levi’s,Jacket,Women,XL,Yellow,All-Season,'Net Banking',Returning,Medium,Medium,Large,Medium,Medium,Medium,Teen,Moderate,Excellent,Medium,Medium,'Medium Sales'
Tops,'Ralph Lauren','Track Pants',Men,M,White,Winter,'Net Banking',Returning,Medium,Medium,Moderate,Medium,Medium,Low,Elder,Moderate,Average,High,Medium,'Medium Sales'
'Traditional Wear',Diesel,Jacket,Men,XXL,Red,All-Season,Cash,Returning,Medium,Low,Large,Medium,Medium,Low,Adult,Infrequent,Poor,High,High,'Medium Sales'
Outerwear,Nike,Trousers,Women,S,White,Summer,UPI,New,Medium,Medium,Moderate,'Very Low',High,High,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Outerwear,Versace,Jeans,Women,XXL,Yellow,Winter,UPI,New,Medium,Medium,Moderate,'Very Low',High,Low,Teen,Moderate,Poor,High,Medium,'Medium Sales'
Tops,Balenciaga,Tops,Men,S,Red,Summer,UPI,Returning,High,Medium,Moderate,High,High,Low,Adult,Frequent,Average,High,Medium,'Medium Sales'
Outerwear,Gucci,T-Shirt,Women,L,Red,Winter,Card,New,Medium,Medium,Large,Medium,High,Medium,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
Tops,Puma,Sweatshirt,Women,L,White,All-Season,Cash,Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Adult,Moderate,Poor,Medium,Medium,'Medium Sales'
Athleisure,Diesel,Dress,Women,L,Green,Winter,Cash,New,Medium,Medium,Moderate,Medium,Medium,Low,Elder,Moderate,Average,High,Medium,'Medium Sales'
'Traditional Wear',Gucci,Trousers,Women,L,Purple,Winter,Cash,New,Medium,High,Small,Medium,Medium,High,Elder,Moderate,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear',Versace,T-Shirt,Men,M,Purple,Summer,UPI,Returning,Medium,Medium,Small,Medium,High,Low,Elder,Infrequent,Excellent,Low,Medium,'Medium Sales'
Outerwear,Versace,'Track Pants',Men,M,Green,Winter,Cash,New,High,Medium,Large,Low,Medium,Medium,Senior,Moderate,Average,Low,Medium,'Medium Sales'
'Traditional Wear',Puma,Tops,Women,XL,Purple,Winter,UPI,New,Medium,Medium,Large,High,Medium,Medium,Teen,Moderate,Excellent,Medium,Medium,'Medium Sales'
'Traditional Wear',GAP,Jeans,Men,S,Purple,All-Season,UPI,New,Medium,Medium,Small,Low,Medium,Medium,Elder,Moderate,Excellent,High,Medium,'Medium Sales'
Athleisure,'Under Armour',Palazzo,Women,XL,Green,Winter,Card,New,Medium,Medium,Moderate,'Very Low',Medium,Low,Senior,Moderate,Poor,High,Medium,'Medium Sales'
'Traditional Wear',Versace,Jeans,Women,XXL,Green,All-Season,Cash,Returning,Medium,Low,Large,Low,Medium,High,Elder,Moderate,Poor,High,Medium,'Medium Sales'
Tops,H&M,Dress,Women,S,Black,Summer,UPI,Returning,Low,Medium,Large,Low,High,Low,Senior,Frequent,Excellent,Medium,Medium,'Medium Sales'
Athleisure,Reebok,Blazer,Women,L,White,All-Season,Cash,Returning,Medium,Medium,Moderate,Medium,Medium,High,Senior,Moderate,Excellent,Medium,Medium,'Medium Sales'
Outerwear,'Calvin Klein',Dress,Men,XXL,Black,All-Season,UPI,New,Medium,Medium,Small,'Very Low',High,High,Senior,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear',Versace,'Track Pants',Women,L,Red,Winter,Card,Returning,Medium,Medium,Moderate,Medium,Medium,Low,Teen,Moderate,Average,Medium,Medium,'Medium Sales'
'Traditional Wear',Versace,Hoodie,Women,M,Pink,All-Season,UPI,New,High,Medium,Moderate,Medium,Medium,Medium,Elder,Moderate,Poor,High,Medium,'Medium Sales'
Bottoms,Puma,Dress,Women,S,White,All-Season,UPI,New,Medium,Medium,Moderate,'Very Low',High,Medium,Adult,Moderate,Poor,Medium,Medium,'Medium Sales'
Athleisure,Adidas,Sweatshirt,Men,L,Red,Summer,Cash,New,Medium,High,Small,'Very Low',High,Medium,Adult,Moderate,Excellent,Medium,Low,'Medium Sales'
Bottoms,Balenciaga,'Casual Shirt',Men,M,Green,Summer,UPI,Returning,Medium,Medium,Moderate,High,High,High,Elder,Moderate,Poor,Medium,Medium,'Medium Sales'
Tops,'Tommy Hilfiger',Palazzo,Men,L,Blue,All-Season,'Net Banking',Returning,Medium,Medium,Small,Low,High,High,Teen,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear',Levi’s,Dress,Men,XL,Black,Winter,'Net Banking',New,Medium,Medium,Small,Medium,Medium,Low,Teen,Moderate,Average,High,Medium,'Medium Sales'
Outerwear,Diesel,Leggings,Men,L,Purple,Winter,UPI,New,Medium,Medium,Moderate,Medium,Medium,Medium,Senior,Moderate,Excellent,Medium,Low,'Medium Sales'
'Traditional Wear',Zara,Hoodie,Men,XL,Green,Summer,UPI,Returning,Medium,Medium,Large,High,Medium,High,Elder,Moderate,Poor,High,Medium,'Medium Sales'
Athleisure,Levi’s,Palazzo,Men,XL,Black,Summer,Card,Returning,Medium,Medium,Moderate,Medium,Medium,Low,Adult,Moderate,Poor,Low,Medium,'Medium Sales'
Bottoms,Puma,Jacket,Women,XXL,Green,Summer,UPI,New,Medium,Medium,Large,Low,Medium,High,Senior,Infrequent,Poor,Medium,Medium,'Medium Sales'
Athleisure,GAP,Shorts,Men,XXL,Yellow,Winter,Cash,New,Medium,Medium,Small,Medium,High,Medium,Elder,Moderate,Excellent,Low,Medium,'Medium Sales'
Bottoms,Adidas,Dress,Women,M,Green,All-Season,'Net Banking',New,Low,Medium,Moderate,High,High,Medium,Teen,Infrequent,Excellent,Medium,Low,'Medium Sales'
Tops,Versace,Jumpsuit,Women,S,Black,Winter,Card,Returning,Medium,Medium,Large,Low,Low,Medium,Teen,Moderate,Average,High,Medium,'Medium Sales'
'Traditional Wear',Nike,T-Shirt,Men,XXL,Black,All-Season,'Net Banking',New,Medium,Medium,Large,High,Medium,Medium,Senior,Moderate,Excellent,High,Medium,'Medium Sales'
'Traditional Wear',Puma,Blazer,Men,XL,Purple,Winter,Card,Returning,Medium,Medium,Small,High,High,Low,Elder,Moderate,Poor,High,Medium,'Medium Sales'
Tops,Uniqlo,Jumpsuit,Men,M,Blue,All-Season,Card,Returning,High,High,Moderate,'Very Low',Medium,Medium,Adult,Infrequent,Poor,Medium,Medium,'Medium Sales'
Bottoms,'Forever 21',T-Shirt,Women,M,Pink,Summer,Card,New,Medium,Medium,Moderate,'Very Low',High,Medium,Teen,Infrequent,Average,Medium,Medium,'Medium Sales'
Bottoms,Diesel,'Casual Shirt',Women,XL,White,All-Season,UPI,New,Medium,Medium,Small,Low,High,Medium,Adult,Moderate,Average,High,Medium,'Medium Sales'
Bottoms,GAP,Jumpsuit,Women,L,Blue,Winter,UPI,New,Medium,Medium,Small,Low,Medium,Low,Elder,Frequent,Average,Medium,Medium,'Medium Sales'
'Traditional Wear',Nike,Jacket,Women,S,Purple,Summer,Cash,New,Low,Medium,Moderate,High,High,Medium,Elder,Moderate,Excellent,Low,Medium,'Medium Sales'
'Traditional Wear',Gucci,Tops,Women,XL,Black,Summer,UPI,New,Medium,Medium,Moderate,Low,Medium,High,Senior,Moderate,Poor,Medium,Medium,'Medium Sales'
Outerwear,Puma,Palazzo,Men,XL,Yellow,All-Season,Card,New,Medium,Medium,Moderate,Low,Medium,High,Teen,Moderate,Poor,High,Medium,'Medium Sales'
Tops,'Under Armour',Blazer,Men,L,Red,Winter,'Net Banking',Returning,Medium,Medium,Moderate,High,High,High,Elder,Moderate,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear',Wrangler,Trousers,Women,XL,Purple,Summer,'Net Banking',Returning,Medium,Medium,Small,High,High,Low,Elder,Moderate,Average,High,Medium,'Medium Sales'
Outerwear,'Tommy Hilfiger',Trousers,Women,S,Blue,All-Season,Card,New,Medium,Medium,Small,'Very Low',Medium,High,Senior,Infrequent,Average,Medium,Medium,'Medium Sales'
'Traditional Wear',Balenciaga,Palazzo,Men,XXL,Orange,All-Season,Card,New,Low,Medium,Small,High,Medium,High,Senior,Moderate,Average,Low,Medium,'Medium Sales'
Tops,GAP,Leggings,Women,S,Yellow,Summer,'Net Banking',New,Medium,Medium,Small,Low,High,High,Adult,Moderate,Poor,High,Medium,'Medium Sales'
'Traditional Wear',Balenciaga,Sweatshirt,Women,XXL,Green,All-Season,Cash,New,Medium,Medium,Large,High,Medium,Medium,Adult,Moderate,Average,Medium,Medium,'Medium Sales'
Bottoms,'Calvin Klein',Trousers,Women,L,Green,Winter,Cash,New,High,Medium,Small,'Very Low',High,Medium,Adult,Moderate,Excellent,Medium,Medium,'Medium Sales'
'Traditional Wear','Ralph Lauren',Trousers,Women,L,Blue,Winter,Cash,Returning,Medium,Medium,Large,Medium,Medium,Medium,Teen,Moderate,Excellent,Low,Medium,'Medium Sales'
Tops,Versace,Trousers,Men,XL,Green,Winter,'Net Banking',New,Low,Medium,Moderate,Medium,Medium,Low,Teen,Moderate,Excellent,Low,Low,'Medium Sales'
Outerwear,'Ralph Lauren',T-Shirt,Men,L,Pink,Summer,'Net Banking',Returning,Medium,Medium,Small,High,High,Low,Teen,Moderate,Excellent,Low,Medium,'Medium Sales'
Bottoms,'Calvin Klein',Shorts,Men,XL,Pink,All-Season,Card,New,Medium,Medium,Large,Low,Medium,High,Elder,Moderate,Average,Medium,Medium,'Medium Sales'
Bottoms,'Louis Vuitton',Jeans,Women,M,Black,Winter,'Net Banking',New,Medium,Medium,Large,Medium,Medium,Medium,Teen,Moderate,Average,Low,Medium,'Medium Sales'
Athleisure,GAP,'Track Pants',Women,L,Yellow,Winter,Cash,Returning,Medium,Medium,Moderate,Low,Medium,High,Adult,Moderate,Excellent,High,Low,'Medium Sales'
Tops,Balenciaga,'Formal Shirt',Women,M,Blue,Summer,Card,Returning,Medium,Medium,Large,'Very Low',High,High,Senior,Moderate,Poor,Medium,Medium,'Medium Sales'
Bottoms,Versace,'Formal Shirt',Men,L,Green,Summer,Card,New,Medium,Medium,Large,High,High,High,Adult,Moderate,Poor,High,Medium,'Medium Sales'
Athleisure,'Calvin Klein',Kurta,Men,XL,Red,Winter,Cash,Returning,Medium,High,Moderate,High,High,Low,Senior,Moderate,Poor,High,Low,'Medium Sales'
Outerwear,Versace,Jumpsuit,Women,S,Purple,All-Season,'Net Banking',New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Adult,Moderate,Average,Medium,Medium,'Medium Sales'
Bottoms,Diesel,Leggings,Women,S,White,Summer,'Net Banking',New,Medium,Medium,Moderate,High,High,Low,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
Athleisure,H&M,Trousers,Men,S,Pink,All-Season,Card,New,Medium,Low,Large,Medium,High,Medium,Senior,Frequent,Excellent,Low,Medium,'Medium Sales'
Outerwear,'Ralph Lauren',T-Shirt,Women,XL,Red,Summer,'Net Banking',New,Medium,Medium,Small,Low,High,Medium,Adult,Infrequent,Poor,High,Medium,'Medium Sales'
'Traditional Wear','Tommy Hilfiger',Trousers,Men,XXL,Blue,Summer,'Net Banking',New,Medium,Medium,Moderate,Medium,Medium,High,Teen,Moderate,Average,High,Medium,'Medium Sales'
Outerwear,Wrangler,'Polo Shirt',Men,L,Red,All-Season,Cash,Returning,Medium,Low,Moderate,'Very Low',Medium,High,Adult,Moderate,Excellent,Medium,Medium,'Medium Sales'
'Traditional Wear',Reebok,Jumpsuit,Men,XXL,Red,Summer,Card,New,Medium,Medium,Small,'Very Low',High,Medium,Elder,Moderate,Excellent,Low,Medium,'Medium Sales'
Tops,H&M,Hoodie,Women,M,Orange,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,Low,Medium,Medium,Teen,Moderate,Poor,Medium,Medium,'Medium Sales'
Bottoms,Diesel,Palazzo,Men,M,Orange,Summer,'Net Banking',New,Medium,Medium,Small,Low,Medium,Low,Teen,Moderate,Poor,Medium,Medium,'Medium Sales'
Bottoms,Adidas,Saree,Women,S,Orange,All-Season,Cash,Returning,Medium,Medium,Large,'Very Low',High,Low,Senior,Moderate,Poor,High,Medium,'Medium Sales'
Outerwear,Uniqlo,Kurta,Men,XL,Pink,Winter,Cash,New,Medium,Medium,Large,'Very Low',Medium,Low,Adult,Moderate,Excellent,Low,Medium,'Medium Sales'
Athleisure,Puma,Dress,Men,L,White,Summer,Card,New,Medium,Medium,Moderate,High,Medium,Medium,Adult,Moderate,Average,Low,Medium,'Medium Sales'
'Traditional Wear',Wrangler,Hoodie,Men,L,Red,Winter,Card,New,Medium,Medium,Large,Low,Medium,Medium,Adult,Moderate,Excellent,Medium,Medium,'Medium Sales'
Outerwear,Zara,Shorts,Men,S,Blue,All-Season,UPI,Returning,Medium,Medium,Moderate,'Very Low',Medium,High,Elder,Moderate,Average,High,Medium,'Medium Sales'
Tops,Puma,'Casual Shirt',Women,XXL,Pink,Summer,Cash,Returning,Medium,Medium,Large,High,Medium,High,Senior,Moderate,Average,Low,Medium,'Medium Sales'
Tops,Adidas,Dress,Women,M,Blue,Winter,UPI,New,High,Medium,Large,'Very Low',Medium,Low,Senior,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear',Gucci,Jumpsuit,Men,XXL,Yellow,Summer,Card,Returning,High,Medium,Large,High,High,Medium,Elder,Infrequent,Poor,High,High,'Medium Sales'
'Traditional Wear',Levi’s,'Casual Shirt',Men,S,White,Winter,'Net Banking',New,Medium,Medium,Small,'Very Low',Medium,Low,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
Outerwear,'Forever 21',Jumpsuit,Men,XXL,Orange,Winter,Card,Returning,Medium,Low,Moderate,Low,Medium,High,Senior,Moderate,Average,High,Medium,'Medium Sales'
Outerwear,Diesel,Dress,Men,S,Green,Winter,Cash,New,Medium,Medium,Moderate,Medium,Medium,Low,Senior,Moderate,Excellent,High,Medium,'Medium Sales'
Tops,'Forever 21',Sweatshirt,Women,L,Orange,All-Season,Card,New,Medium,Medium,Moderate,'Very Low',High,Low,Senior,Moderate,Average,High,Medium,'Medium Sales'
'Traditional Wear',Nike,'Casual Shirt',Men,M,Yellow,Winter,Card,Returning,Medium,Medium,Small,Low,Medium,High,Teen,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear','Tommy Hilfiger',Sweatshirt,Women,XXL,Orange,All-Season,Cash,New,Medium,Medium,Moderate,'Very Low',Medium,High,Teen,Moderate,Average,High,Medium,'Medium Sales'
Athleisure,Gucci,Trousers,Women,M,White,Winter,UPI,Returning,Medium,Low,Large,Medium,Medium,Medium,Senior,Moderate,Poor,Medium,Medium,'Medium Sales'
Athleisure,'Louis Vuitton',Blazer,Women,S,Black,Summer,Card,New,Medium,Medium,Large,High,High,High,Adult,Moderate,Poor,High,Medium,'Medium Sales'
Bottoms,Levi’s,Palazzo,Men,XXL,Purple,Summer,UPI,Returning,Low,Medium,Small,Medium,Medium,Medium,Senior,Moderate,Excellent,Medium,Low,'Medium Sales'
Bottoms,Gucci,Palazzo,Women,S,Purple,All-Season,'Net Banking',Returning,Medium,Medium,Large,'Very Low',Medium,Low,Elder,Moderate,Poor,High,Medium,'Medium Sales'
'Traditional Wear',Uniqlo,Jeans,Men,XXL,Yellow,All-Season,'Net Banking',Returning,Medium,Medium,Small,Medium,'Very High',Low,Adult,Moderate,Poor,High,Medium,'Medium Sales'
Athleisure,Gucci,Blazer,Men,XL,Orange,All-Season,Card,Returning,Medium,Medium,Small,High,Low,High,Elder,Moderate,Excellent,Low,Medium,'Medium Sales'
Outerwear,Nike,Jeans,Women,XL,Pink,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,Medium,High,Medium,Teen,Infrequent,Poor,High,Medium,'Medium Sales'
Tops,'Calvin Klein',Tops,Women,S,Orange,All-Season,'Net Banking',New,Low,Medium,Large,Low,High,Low,Adult,Moderate,Excellent,Medium,Low,'Medium Sales'
Outerwear,'Forever 21',Leggings,Men,S,Red,Summer,Cash,Returning,High,Medium,Moderate,Low,Medium,Medium,Teen,Infrequent,Average,High,High,'Medium Sales'
Athleisure,'Calvin Klein',Jacket,Women,L,Red,Winter,UPI,New,Medium,Medium,Small,Low,'Very High',Low,Senior,Infrequent,Average,Low,Medium,'Medium Sales'
Athleisure,Uniqlo,'Polo Shirt',Women,M,Pink,Summer,Card,New,Medium,Medium,Small,Low,Medium,High,Senior,Moderate,Average,High,Medium,'Medium Sales'
Bottoms,GAP,'Track Pants',Men,L,Yellow,All-Season,'Net Banking',Returning,Medium,Low,Large,'Very Low',Medium,Low,Adult,Moderate,Poor,Medium,Medium,'Medium Sales'
Bottoms,GAP,Kurta,Women,L,Purple,Summer,Card,New,Medium,Medium,Large,'Very Low',Medium,Medium,Elder,Moderate,Average,High,Medium,'Medium Sales'
Athleisure,Diesel,Skirt,Women,S,White,Summer,'Net Banking',Returning,Medium,Medium,Small,'Very Low',Medium,High,Senior,Moderate,Excellent,High,Medium,'Medium Sales'
Bottoms,Adidas,T-Shirt,Women,XXL,Red,All-Season,'Net Banking',New,Medium,Medium,Moderate,High,Medium,Medium,Teen,Moderate,Excellent,Medium,Medium,'Medium Sales'
Athleisure,'Forever 21',Dress,Women,XL,White,All-Season,Cash,New,Medium,Medium,Large,'Very Low',Low,Medium,Senior,Moderate,Average,High,Medium,'Medium Sales'
'Traditional Wear','Louis Vuitton',Jumpsuit,Women,M,Green,Winter,Card,Returning,Medium,Medium,Small,'Very Low',High,Medium,Elder,Moderate,Average,Medium,Medium,'Medium Sales'
Bottoms,H&M,Palazzo,Women,XXL,Blue,Winter,'Net Banking',New,Medium,Medium,Small,Low,Medium,Medium,Senior,Frequent,Excellent,Low,Medium,'Medium Sales'
Athleisure,Levi’s,Hoodie,Men,S,Pink,All-Season,'Net Banking',New,Medium,High,Large,Low,'Very High',Medium,Senior,Moderate,Poor,Medium,Low,'Medium Sales'
Outerwear,Adidas,Saree,Men,XXL,Pink,All-Season,Card,New,Medium,Medium,Large,'Very Low',Medium,Low,Adult,Moderate,Excellent,High,Medium,'Medium Sales'
Tops,'Tommy Hilfiger',Palazzo,Men,S,Orange,Winter,UPI,Returning,Medium,Medium,Moderate,'Very Low',High,Medium,Adult,Infrequent,Poor,Low,Low,'Medium Sales'
Outerwear,Adidas,Sweatshirt,Women,XL,White,Winter,'Net Banking',Returning,Medium,Medium,Large,Low,Medium,Medium,Elder,Moderate,Poor,Medium,Medium,'Medium Sales'
Bottoms,H&M,Leggings,Men,M,Black,Winter,Card,Returning,Medium,Medium,Large,Low,High,Medium,Senior,Moderate,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear',Puma,Palazzo,Men,M,Blue,Summer,Card,New,Medium,Medium,Large,High,High,Low,Adult,Moderate,Excellent,High,Medium,'Medium Sales'
'Traditional Wear',Levi’s,Jeans,Men,S,Pink,Winter,Cash,New,Medium,Medium,Large,'Very Low',High,High,Senior,Moderate,Average,High,Medium,'Medium Sales'
Tops,Gucci,Jumpsuit,Men,M,Orange,Winter,UPI,New,Medium,Medium,Small,Medium,Medium,Low,Adult,Moderate,Excellent,Low,Medium,'Medium Sales'
Athleisure,Adidas,Trousers,Women,M,Black,Summer,Cash,New,Medium,High,Large,Medium,Medium,Medium,Teen,Moderate,Excellent,Low,Low,'Medium Sales'
Athleisure,Uniqlo,Dress,Women,XXL,Red,Winter,UPI,New,Medium,Low,Large,Medium,Medium,Medium,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
Outerwear,GAP,Sweatshirt,Men,L,Green,Summer,Cash,New,Medium,Low,Small,Medium,High,Medium,Adult,Infrequent,Poor,Medium,Medium,'Medium Sales'
Tops,Balenciaga,Sweatshirt,Women,XL,Yellow,All-Season,UPI,New,Medium,Medium,Large,Medium,High,High,Senior,Moderate,Average,High,Medium,'Medium Sales'
